UPC,ASIN,Item Name,Cost,Manufacturer,Sales Rank,Listing Price,New Offer Count,FBA Fees,FBM Fees,Total Costs,Net Profit,ROI (%)
29904300856,B0002DI8DQ,"Worldwide Imports AWW30085 Natural Gravel, 5-Pound, Rainbow Jems",11.77,TopDawg Pet Supply,310202,14.99,9,9.89,2.25,21.66,-6.67,-56.67%
29904300924,B005NIB43G,"Pure Water Pebbles Worldwide Imports Aquarium Gravel - Cumberland River Gems, 2-Pound, Premium Fish Tank Gravel, Decorative Aquarium Rocks, Fish Tank Accessories",8.93,"WORLD WIDE IMPORTS ENT., INC.",340668,15.62,8,8.21,2.34,17.14,-1.52,-17.02%
29904302010,B000YJ2UIC,"Worldwide Imports AWW30201 Natural Gravel, 25-Pound, Variety Custom Blend,",30,TopDawg Pet Supply,634489,39.99,3,34.23,6,64.23,-24.24,-80.80%
29904700120,B009ETS366,"Pure Water Pebbles Worldwide Imports Aquarium Gravel - Snow White, 2-Pound, Premium Fish Tank Gravel, Decorative Aquarium Rocks, Fish Tank Accessories, and Pebbles for Aquariums",10.63,"WORLD WIDE IMPORTS ENT., INC.",212994,15.99,8,7.92,2.4,18.55,-2.56,-24.08%
29904700250,B000YIYR7A,"Worldwide Imports AWW70025 Color Gravel, 5-Pound, Daffodil Yellow,",10.77,TopDawg Pet Supply,161221,14.99,7,9.81,2.25,20.58,-5.59,-51.90%
29904700328,B009ETS3JI,"Pure Water Pebbles Aquarium Gravel, 2-Pound, Currant Red",8.93,"WORLD WIDE IMPORTS ENT., INC.",244395,15.43,5,7.83,2.31,16.76,-1.33,-14.89%
29904700618,B000YJ2UMI,"Worldwide Imports AWW70061 Color Gravel, 25-Pound, Heavenly Blue,",30,TopDawg Pet Supply,538963,37.99,6,33.55,5.7,63.55,-25.56,-85.20%
29904700823,B005NIADOW,"Worldwide Imports Pure Water Pebbles Aquarium Gravel - Purple Passion, 2-Pound, Premium Fish Tank Gravel, Decorative Aquarium Rocks, Fish Tank Accessories",9.93,"WORLD WIDE IMPORTS ENT., INC.",116838,16.99,7,8.07,2.55,18,-1.01,-10.17%
29904700915,B000YJ2UNW,"Worldwide Imports AWW70091 Color Gravel, 25-Pound, Black,",28.8,TopDawg Pet Supply,398002,37.99,6,24.43,5.7,53.23,-15.24,-52.92%
29904700922,B005NIBH4M,"Pure Water Pebbles Worldwide Imports Aquarium Gravel - Jet Black, 2-Pound, Premium Fish Tank Gravel, Decorative Aquarium Rocks, Fish Tank Accessories, and Pebbles for Aquariums",10.63,"WORLD WIDE IMPORTS ENT., INC.",240946,15.62,9,7.86,2.34,18.49,-2.87,-27.00%
29904701127,B005NIA7LQ,"Worldwide Imports Pure Water Pebbles Aquarium Gravel - Marine Blue, 2-Pound, Premium Fish Tank Gravel, Decorative Aquarium Rocks, Fish Tank Accessories",10.63,"WORLD WIDE IMPORTS ENT., INC.",90710,12.53,11,8.09,1.88,18.72,-6.19,-58.23%
29904701356,B00B39SSQA,"Pure Water Pebbles Aquarium Gravel, 5-Pound, Turquoise",11.26,"WORLD WIDE IMPORTS ENT., INC.",146675,0,8,7.25,0.3,18.51,-18.51,-164.39%
29904701523,B005NIAEEG,"Pure Water Pebbles Worldwide Imports Aquarium Gravel - Emerald Green, 2-Pound, Premium Fish Tank Gravel, Decorative Aquarium Rocks, Fish Tank Accessories",8.93,"WORLD WIDE IMPORTS ENT., INC.",59339,9.8,12,6.57,1.47,15.5,-5.7,-63.83%
29904701554,B00BUFWR8M,World Wide Imports Nature's Ocean Pure Water Pebble Color Emerald Green 5lb 6pk,11.77,Eshopps,628039,0,0,,,,,nan%
29904702513,B000YJ0PR0,"Pure Water Pebbles Worldwide Imports Aquarium Gravel - Neon Blue, 25-Pound, Premium Fish Tank Gravel, Decorative Aquarium Rocks, Fish Tank Accessories, and Pebbles for Aquariums",29.99,"WORLD WIDE IMPORTS ENT., INC.",400018,39.99,5,25.11,6,55.1,-15.11,-50.38%
29904702858,B0002DI97Q,"Worldwide Imports AWW70285 Color Gravel, 5-Pound, Neon Pink",11.75,TopDawg Pet Supply,137673,14.99,6,9.81,2.25,21.56,-6.57,-55.91%
29904702957,B0002DI98A,"Worldwide Imports AWW70295 Color Gravel, 5-Pound, Neon Purple",11.26,TopDawg Pet Supply,539032,14.99,7,9.81,2.25,21.07,-6.08,-54.00%
29904703022,B009ETS58M,"Worldwide Imports Pure Water Pebbles Aquarium Gravel - Neon Rainbow, 2-Pound, Premium Fish Tank Gravel, Decorative Aquarium Rocks, Fish Tank Accessories",9.93,"WORLD WIDE IMPORTS ENT., INC.",403426,10.99,9,7.02,1.65,16.95,-5.96,-60.02%
29904703053,B0002DI98U,"Worldwide Imports AWW70305 Color Gravel, 5-Pound, Neon Rainbow",11.77,TopDawg Pet Supply,330919,14.99,7,9.81,2.25,21.58,-6.59,-55.99%
29904705057,B000N376V0,Pure Water Pebbles Aquarium Gravel - Black Beauty Pebble Mix 5 lbs,11.75,Pure Water Pebbles,581357,14.99,4,6.8,2.25,18.55,-3.56,-30.30%
29904705118,B0018CFRSO,"Pure Water Pebbles Aquarium Gravel, 25-Pound, Blue Lagoon",28.79,"WORLD WIDE IMPORTS ENT., INC.",163610,35.99,6,24.89,5.4,53.68,-17.69,-61.44%
29904705156,B000YJ4ARQ,"Worldwide Imports AWW70515 Mixed Color Gravel, 5-Pound, Blue Lagoon",12.07,TopDawg Pet Supply,224623,0,2,7.09,0.3,19.16,-19.16,-158.74%
29904705217,B00F8DTKCS,"Pure Water Pebbles Aquarium Gravel, 25-Pound, Salt and Pepper",28.3,"WORLD WIDE IMPORTS ENT., INC.",333544,39.99,5,24.73,6,53.03,-13.04,-46.08%
29904705255,B001JKDUMA,"Pure Water Pebbles Worldwide Imports Aquarium Gravel - Salt & Pepper, 5-Pound, Premium Fish Tank Gravel, Decorative Aquarium Rocks, Fish Tank Accessories",12.07,"WORLD WIDE IMPORTS ENT., INC.",367006,15.99,7,9.88,2.4,21.95,-5.96,-49.38%
,,,,,,,,,,,,
,,,,,,,,,,,,
15561100496,B00ESBMDHK,"Marina CF Carbon, Replacement Aquarium Filter Media, 2-Pack, A48",12.46,Rolf C. Hagen (USA) Corp.,362971,18.95,6,8.21,2.84,20.67,-1.72,-13.80%
15561100540,B00G3KGOBA,"Marina Cf Zeolite, 2 Pack",11.69,Hagen,461637,19.01,6,8.72,2.85,20.41,-1.4,-11.98%
,,,,,,,,,,,,
15561102223,B001D02O64,Fluval Foam Filter Block (206/207/306 & 307)- 2-Pack,5.19,Rolf C. Hagen (USA) Corp.,19762,6.99,13,4.18,1.05,9.37,-2.38,-45.86%
,,,,,,,,,,,,
15561102223,B003SNHSBK,Fluval Filter Foam Block (2 Pack) Compatible Model: 204/205,5.19,Fluval by Hagen,478755,0,1,,,,,nan%
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
15561102377,B07J1PTDTS,"Hagen Fluval 12 Pack of 306/406 Bio-Foam Filters, 6 Boxes Containing 2 Filters Each",0.05,Hagen,412591,0,0,6.61,0.3,6.66,-6.66,-13320.00%
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
15561102933,B0032GED0C,"Marina Bio Clear Ceramic Replacement Cartridge for Slim Filters, 3 Pack – Optimal Filtration for a Healthy Aquarium,White",3.65,Rolf C. Hagen (USA) Corp.,8685,6.9,10,4.17,1.04,7.82,-0.92,-25.21%
,,,,,,,,,,,,
15561104869,B001XRSSCQ,Fluval U2 Underwater Filter Foam Pad,1.83,Rolf C. Hagen (USA) Corp.,13237,2.81,12,3.33,0.42,5.16,-2.35,-128.42%
,,,,,,,,,,,,
15561104869,B01CDH5FZ2,"(4 Pack) Fluval U2 Underwater Filter Foam Pads, 2 Pads each",1.83,Fluval,108039,0,3,5.4,0.3,7.23,-7.23,-395.08%
15561104876,B001XRTTBK,Fluval U3 Underwater Filter Foam Pad,0.75,Rolf C. Hagen (USA) Corp.,19817,2.01,7,3.43,0.3,4.18,-2.17,-289.33%
15561104876,B01CDHBWQ8,"(4 Pack) Fluval U3 Underwater Filter Foam Pads, 2 Pads each",0.75,Fluval,180925,0,3,4.43,0.3,5.18,-5.18,-690.67%
,,,,,,,,,,,,
,,,,,,,,,,,,
15561104906,B00SLM5A2W,Fluval U2 Underwater Filter Poly/Carbon,2.48,Fluval,218023,0,1,3.43,0.3,5.91,-5.91,-238.31%
,,,,,,,,,,,,
15561104913,B00GGHJPLG,"Fluval A491 Poly/Carbon Cartridge for Filter U3, 3 x 2 Pieces",0.75,R C Hagen,119944,0,2,3.68,0.3,4.43,-4.43,-590.67%
,,,,,,,,,,,,
15561104920,B00GGHRAP4,3 x Fluval U4 poly carbon cartridge 2 pack,0.75,Fluval,154956,0,0,4.08,0.3,4.83,-4.83,-644.00%
15561104951,B001XRR2IM,"Fluval U Underwater Filter BioMax, Replacement Filter Media, Fish Aquarium, A495",5.1,Rolf C. Hagen (USA) Corp.,13868,9.14,10,4.5,1.37,9.6,-0.46,-9.02%
,,,,,,,,,,,,
,,,,,,,,,,,,
15561105972,B0002563XQ,"AquaClear 20 Activated Carbon, 1.5 Ounce, White, (A597)",2.14,Rolf C. Hagen (USA) Corp.,119105,0,7,3.21,0.3,5.35,-5.35,-250.00%
,,,,,,,,,,,,
15561105996,B000N194LM,AquaClear 20 Zeo-Carb,0.05,Rolf C. Hagen (USA) Corp.,31914,2.86,5,3.34,0.43,3.39,-0.53,-1060.00%
15561106016,B0002563YA,"AquaClear 30 Ammonia Remover Inserts, Aquarium Filter Replacement Media, A601, white, 4 oz",1.5,Rolf C. Hagen (USA) Corp.,8897,1.99,8,3.43,0.3,4.93,-2.94,-196.00%
,,,,,,,,,,,,
15561106023,B0002563UE,"AquaClear 30 Activated Carbon Insert, Aquarium Filter Replacement Media, A602",2.57,Rolf C. Hagen (USA) Corp.,8897,3.99,9,3.51,0.6,6.08,-2.09,-81.32%
15561106023,B00LQT6MGA,Hagen AquaClear Activated Filter Carbon [Set of 2] Size: 30 Gallon - 1.5 oz.,2.57,Hagen,515178,0,0,,,,,nan%
15561106108,B000260FUM,"AquaClear 50 Power Filter, Fish Tank Filter for 20- to 50-Gallon Aquariums (Packaging may vary)",29.09,Rolf C. Hagen (USA) Corp.,1987,38.75,10,11.86,5.81,40.95,-2.2,-7.56%
15561106115,B0002563YK,"Aqua Clear AquaClear 50 Ammonia Remover Inserts, Aquarium Filter Replacement Media, A611",3.58,Rolf C. Hagen (USA) Corp.,31959,1.99,3,3.21,0.3,6.79,-4.8,-134.08%
15561106122,B0002563UY,"AquaClear Activated Carbon Filter Insert, 50 Gallons, Odor & Impurity Removal, For Freshwater & Saltwater Aquariums, 0.2 pounds, Pellets",3.57,Rolf C. Hagen (USA) Corp.,25201,2.89,12,3.34,0.43,6.91,-4.02,-112.61%
,,,,,,,,,,,,
,,,,,,,,,,,,
15561106139,B00068JTDK,"Aqua Clear AquaClear 50 Foam Filter Insert, Aquarium Filter Replacement Media, A613",1.45,Rolf C. Hagen (USA) Corp.,38554,1.99,11,3.21,0.3,4.66,-2.67,-184.14%
15561106139,B073HFWTJY,AquaClear (3 Pack) 50 Foam Filter,1.45,AquaClear,141873,0,1,4.08,0.3,5.53,-5.53,-381.38%
15561106160,B0002563YU,"Aqua Clear AquaClear 70 Ammonia Remover Inserts, Aquarium Filter Replacement Media, A616, White, 70-gallon",9.75,Rolf C. Hagen (USA) Corp.,45289,3.23,9,4.26,0.48,14.01,-10.78,-110.56%
15561106177,B0002563VI,"AquaClear 70 Activated Carbon, 4-1/5 Ounce",3.27,Rolf C. Hagen (USA) Corp.,51212,4.99,14,3.88,0.75,7.15,-2.16,-66.06%
,,,,,,,,,,,,
,,,,,,,,,,,,
15561106207,B000260FV6,"AquaClear 110 Power Filter, Fish Tank Filter for 60- to 110-Gallon Aquariums",81.03,Rolf C. Hagen (USA) Corp.,1987,91.77,10,21.89,13.77,102.92,-11.15,-13.76%
15561106207,B00KQ575HA,Hagen Aquaclear Filter 110,81.03,Hagen,344274,93.99,3,,,,,nan%
15561106221,B0002563WM,Aqua Clear AquaClear Activated Carbon Filter Inserts – Replacement Chemical Filter Media for 110 Gallon Tank,6.79,Rolf C. Hagen (USA) Corp.,11022,9.96,14,4.87,1.49,11.66,-1.7,-25.04%
15561106221,B00LQT2SD6,AquaClear Activated Filter Carbon [Set of 2] Size: 110 Gallon - 9 oz.,6.79,Hagen,346460,0,0,4.9,0.3,11.69,-11.69,-172.16%
15561106238,B0002563WC,"AquaClear Aqua Clear A623 Foam Insert , White,110",7.26,Rolf C. Hagen (USA) Corp.,7206,9.99,12,5.72,1.5,12.98,-2.99,-41.18%
15561106238,B00QNYGKSS,(6 Pack) Aquaclear 110 Foam Insert,7.26,Hagen,178567,0,2,7.26,0.3,14.52,-14.52,-200.00%
,,,,,,,,,,,,
,,,,,,,,,,,,
15561107747,B001VMSK0I,Fluval E 300 Watt Electronic Heater,34.05,Rolf C. Hagen (USA) Corp.,14672,43.42,9,11.5,6.51,45.55,-2.13,-6.26%
,,,,,,,,,,,,
15561109338,B00LWA07RS,Marina 3 in 1 Guppy Breeding Trap [Set of 3],1.07,Marina by Hagen,509480,21.75,1,,,,,nan%
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
15561109802,B0002AQHK0,"Marina 14 cm. (5.5"") Extendable Air Stone",1.11,Rolf C. Hagen (USA) Corp.,468077,2.49,6,3.28,0.37,4.39,-1.9,-171.17%
,,,,,,,,,,,,
80605100954,B005KQ4LZE,"Marina Naturals, Green Dracena Silk Plant, Medium Fish Tank Decoration, PP95",5.07,Rolf C. Hagen (USA) Corp.,28103,10.58,6,5.74,1.59,10.81,-0.23,-4.54%
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
80605105027,B00SNDZP5Q,"Marina Aquascaper Ambulia Plant Decoration [Set of 3] Size: Small (5"" H)",0.05,Marina by Hagen,572510,0,0,,,,,nan%
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
15561111164,B0048AOQK8,Marina 200 Air Pump,18.73,Rolf C. Hagen (USA) Corp.,204259,19.39,8,7.9,2.91,26.63,-7.24,-38.65%
15561111348,B01CDA56P8,Marina Battery-Operated Air Pumps (2 Pack),1.5,Marina,174959,0,3,4.08,0.3,5.58,-5.58,-372.00%
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
80605115149,B0002ASFFK,"Marina Aquascaper Jungle Vallisneria Plant, 15-Inch",5.92,Rolf C. Hagen (USA) Corp.,302612,12.24,6,6.39,1.84,12.31,-0.07,-1.18%
,,,,,,,,,,,,
,,,,,,,,,,,,
15561111829,B00AE23Z88,Marina Betta Fish 8W Submersible Heater - For Fish Tank Aquariums up to 1.5 US Gallons (5 L),9.72,Rolf C. Hagen (USA) Corp.,66222,13.25,6,6.14,1.99,15.86,-2.61,-26.85%
,,,,,,,,,,,,
,,,,,,,,,,,,
80605120020,B0002ASFPA,"Marina Aquascaper Fish Tank Decorations, Ambulia Plant, 20-Inch",1,Rolf C. Hagen (USA) Corp.,150674,10.07,5,11.5,1.51,12.5,-2.43,-243.00%
80605120037,B005JP9TV2,"Marina Aquascaper Anacharis Jumbo Plant, 20-Inch",5.21,Rolf C. Hagen (USA) Corp.,378211,13.1,6,12.34,1.97,17.55,-4.45,-85.41%
15561112017,B0002AQITK,"Marina Floating Thermometer for Betta Fish Tank with Suction Cup, Aquarium Thermometer, 11201A1",1.61,Rolf C. Hagen (USA) Corp.,55744,0,7,4.03,0.3,5.64,-5.64,-350.31%
80605120198,B001CTVAKW,"Marina Aquascaper Fish Tank Decorations, Red Ludwigia Plant, 20-Inch",4.67,Rolf C. Hagen (USA) Corp.,101006,12.75,6,11.9,1.91,16.57,-3.82,-81.80%
,,,,,,,,,,,,
,,,,,,,,,,,,
15561112031,B00S4YUME8,Marina Stainless Steel Thermometer [Set of 4],0.49,Marina by Hagen,334170,14.49,1,,,,,nan%
,,,,,,,,,,,,
15561112048,B00SNE9IY4,Marina Deluxe Floating Thermometer with Suction Cup [Set of 3],0.64,Marina by Hagen,513551,0,0,,,,,nan%
15561112055,B00S4YUQCQ,Marina Plastic Thermometer with Suction Cup [Set of 4],0.05,Marina by Hagen,574254,11.35,1,,,,,nan%
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
15561112659,B0002AQJG2,"Marina 6-Inch Coarse Nylon with 12-Inch Handle, Black",7.6,Rolf C. Hagen (USA) Corp.,163161,6.87,3,4.16,1.03,11.76,-4.89,-64.34%
15561112666,B0002AQJGC,Marina 8 Inch Black Coarse Nylon with 12 Inch Handle,9.15,Rolf C. Hagen (USA) Corp.,157951,7.44,3,4.9,1.12,14.05,-6.61,-72.24%
15561112673,B0002AQJGM,"Marina 8-Inch Coarse Nylon with 16-Inch Handle, Black",9.3,Rolf C. Hagen (USA) Corp.,330238,0,0,9.9,0.3,19.2,-19.2,-206.45%
15561112680,B0002AQJGW,"Marina 10-Inch Black Coarse Nylon Fish Net, 14-Inch Handle",9.36,Rolf C. Hagen (USA) Corp.,26770,5.49,2,10.42,0.82,19.78,-14.29,-152.67%
15561112789,B0002AQJIK,"Marina 10-Inch Blue Fine Nylon Net with 14-Inch Handle, Aquarium Maintenance Tool, Blue, 11278",9.6,Rolf C. Hagen (USA) Corp.,3552,0,0,10.28,0.3,19.88,-19.88,-207.08%
15561113489,B0002DHQIY,"Fluval ClearMax Phosphate Remover, Chemical Filter Media for Aquariums, 100-gram Nylon Bags, 3-Pack, A1348, All Breed Sizes",11.86,Rolf C. Hagen (USA) Corp.,6492,5.34,6,4.11,0.8,15.97,-10.63,-89.63%
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
15561113724,B000A7BCG4,AquaClear BioMax Biological Material Remover Inserts – Replacement Chemical Filter Media for 50 Gallon Tank,4.81,Rolf C. Hagen (USA) Corp.,5905,4.29,19,3.55,0.64,8.36,-4.07,-84.62%
15561113724,B00QO1I4AC,(3 Pack) Aquaclear 50-gallon Biomax,4.81,Hagen,81107,0,6,4.67,0.3,9.48,-9.48,-197.09%
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
15561113731,B00QO28H2G,(6 Pack) Aquaclear 70-gallon Biomax,1,Aquaclear,216072,0,0,5.74,0.3,6.74,-6.74,-674.00%
15561113809,B0041RUKHQ,"Aqua Clear AquaClear 20 Activated Carbon Inserts, Aquarium Filter Replacement Media, 3-Pack, A1380",5.37,Rolf C. Hagen (USA) Corp.,3692,4.65,10,3.83,0.7,9.2,-4.55,-84.73%
,,,,,,,,,,,,
15561113823,B01IFA9IFY,Hagen Aquaclear 30 Filter Carbon Insert 3 pack,1,Hagen,126391,0,0,,,,,nan%
15561113823,B00LQT6B66,Hagen AquaClear Activated Filter Carbon (3 Pack) [Set of 2] Size: 30 (10-30 Gallon),1,Hagen,401324,0,0,,,,,nan%
,,,,,,,,,,,,
15561113861,B001E4QHCG,"AquaClear 70 Activated Carbon Inserts, Aquarium Filter Replacement Media, 3-Pack, A1386 , White",12.91,Rolf C. Hagen (USA) Corp.,4122,4.45,3,4.45,0.67,17.36,-12.91,-100.00%
15561113861,B00QLDBX3S,Aquaclear Filter Insert Activated Carbon 18 Pack (6 units of 3),12.91,Hagen,344546,0,0,7.81,0.3,20.72,-20.72,-160.50%
15561113922,B001E6JHBC,"Aquaclear A1392 30-Gallon Foam Inserts,Black, 3-Pack",3.07,Rolf C. Hagen (USA) Corp.,45768,7.09,10,4.19,1.06,7.26,-0.17,-5.54%
,,,,,,,,,,,,
,,,,,,,,,,,,
15561113946,B0002AQK4S,"AquaClear 50 Foam Filter Inserts, Aquarium Filter Replacement Media, 3 Count (Pack of 1), A1394",0.05,Rolf C. Hagen (USA) Corp.,4164,2.99,8,3.58,0.45,3.63,-0.64,-1280.00%
15561113960,B001E6DT16,"Aqua Clear AquaClear Foam Filter Inserts, 3 Pack – Replacement Mechanical and Biological Filter Media for 70 Gallon Tanks",6.98,Rolf C. Hagen (USA) Corp.,5581,5.9,11,5.11,0.89,12.09,-6.19,-88.68%
15561113960,B00QLF445U,Aquaclear 70-Gallon Foam Inserts 18-pack (6 packs of 3),6.98,Hagen,283971,0,2,10.1,0.3,17.08,-17.08,-244.70%
,,,,,,,,,,,,
15561114400,B0002AQKIO,"Fluval Carbon Filter Media for Aquariums, Premium Bituminous Carbon Inserts, 100-gram Nylon Bags, 3 Count (Pack of 1), A1440",11.92,Rolf C. Hagen (USA) Corp.,4886,8.49,10,4.97,1.27,16.89,-8.4,-70.47%
15561114561,B000HHSG5M,"Fluval BioMax Biological Material Remover, 500 g - Biological Filter Media for Aquariums",12.96,Rolf C. Hagen (USA) Corp.,4504,12.1,13,7.1,1.82,20.06,-7.96,-61.42%
15561114806,B0002AQKK2,"Fluval Ammonia Remover, Chemical Filter Media for Freshwater Aquariums, 3-Pack",12.74,Rolf C. Hagen (USA) Corp.,8255,3.99,6,5.2,0.6,17.94,-13.95,-109.50%
,,,,,,,,,,,,
15561114806,B00SNE019K,Fluval Ammonia Remover (180g) [Set of 2],12.74,Fluval by Hagen,432743,26.99,1,,,,,nan%
15561133579,B00ZHTFGIA,"Marina EZ Care Betta Kit, White",16.67,Rolf C. Hagen (USA) Corp.,98377,0,5,5.58,0.3,22.25,-22.25,-133.47%
15561133586,B00ZHTFIUQ,"Marina EZ Care Betta Kit, Black",16.48,Rolf C. Hagen (USA) Corp.,98377,0,4,5.4,0.3,21.88,-21.88,-132.77%
15561133593,B00ZHTFFVS,"Marina EZ Care Betta Kit, Blue",17.03,Rolf C. Hagen (USA) Corp.,144518,15.99,2,8.32,2.4,25.35,-9.36,-54.96%
,,,,,,,,,,,,
15561165754,B07BRC35Z9,"Fluval Bug Bites Betta Fish Food, Granules for Small to Medium Sized Fish, 1.05 Oz.",3,Rolf C. Hagen (USA) Corp.,4652,5.98,12,3.81,0.9,6.81,-0.83,-27.67%
,,,,,,,,,,,,
15561165815,B071RSV3F5,"Fluval Bug Bites Cichlid Fish Food, Pellets for Medium to Large Sized Fish, 3.53 oz., A6581",7.15,Rolf C. Hagen (USA) Corp.,5474,5.12,13,3.24,0.77,10.39,-5.27,-73.71%
15561165815,B07752N295,(3 Pack) Fluval A6581 Bug Bites Cichlid Pellets for Medium to Large Fish (3.53 oz. Per Pack),7.15,Fluval,94903,0,3,4.08,0.3,11.23,-11.23,-157.06%
15561165846,B0711CMGT5,"Fluval Bug Bites Goldfish Fish Food, Pellets for Medium to Large Sized Fish, 3.53 oz, A6584",5.87,Rolf C. Hagen (USA) Corp.,10052,5.97,12,4.03,0.9,9.9,-3.93,-66.95%
,,,,,,,,,,,,
15561165860,B071NMW1V3,"Fluval Bug Bites Bottom Feeder Fish Food, Granules for Small to Medium Sized Fish, 1.60 Oz., A6586",0.05,Rolf C. Hagen (USA) Corp.,4317,3.16,8,3.38,0.47,3.43,-0.27,-540.00%
,,,,,,,,,,,,
,,,,,,,,,,,,
15561165907,B07BYWHCJ2,"Fluval Bug Bites Color Enhancing Fish Food for Tropical Fish, Granules for Medium to Large Sized Fish, 4.4 oz.",6.82,Rolf C. Hagen (USA) Corp.,22926,0,7,3.43,0.3,10.25,-10.25,-150.29%
15561165921,B07B9GJ851,"Fluval Bug Bites Turtle Food, Pellets for Small to Medium Sized Turtles, 1.5 oz., A6592, Brown",4.83,Rolf C. Hagen (USA) Corp.,7386,8.99,11,4.26,1.35,9.09,-0.1,-2.07%
15561166799,B00RCUDNVE,Marina Elite Marin Ideal Food for Your Betta Fish,0.25,Elite Marin,351519,0,2,2.59,0.3,2.84,-2.84,-1136.00%
15561173308,B01ERK4H4I,"Fluval Bug Bites Tropical Fish Food, Flakes for Small to Medium Sized Fish, 0.63 oz., A7330, Brown",2.48,Rolf C. Hagen (USA) Corp.,5302,6.23,12,3.84,0.93,6.32,-0.09,-3.63%
15561173322,B084H3X7JX,"Fluval Bug Bites Tropical Fish Food, Flakes for Small to Medium Sized Fish, 3.17 oz., A7332, Brown",8.19,Rolf C. Hagen (USA) Corp.,5302,5.86,10,4.01,0.88,12.2,-6.34,-77.41%
,,,,,,,,,,,,
15561173476,B0874XYL3K,"Fluval Bug Bites Color Enhancing Fish Food for Tropical Fish, Flakes for Small to Medium Sized Fish, 1.59 oz., A7347, Brown",4.62,Rolf C. Hagen (USA) Corp.,9579,0,11,3.21,0.3,7.83,-7.83,-169.48%
,,,,,,,,,,,,
15561173544,B0874WTBKJ,"Fluval Bug Bites Fish Food with Spirulina, Flakes for Small to Medium Sized Fish, 0.63 oz., A7354, Brown",2.68,Rolf C. Hagen (USA) Corp.,86372,6.55,5,3.89,0.98,6.57,-0.02,-0.75%
15561183482,B00G25IAOK,"Fluval Biological Enhancer for Aquariums, 4-Ounce",5.22,Rolf C. Hagen (USA) Corp.,5163,5.49,10,3.95,0.82,9.17,-3.68,-70.50%
15561183499,B00FPIZ8Y0,"Fluval Cycle Biological Enhancer, Aquarium Water Treatment, 8.4 Oz., A8349",6.61,Rolf C. Hagen (USA) Corp.,5163,6.69,8,4.38,1,10.99,-4.3,-65.05%
15561183550,B00G25IBBW,"Fluval Waste Control Biological Cleaner, Aquarium Water Treatment, 8.4 Oz., A8355",6.71,Rolf C. Hagen (USA) Corp.,11703,7.3,4,4.48,1.1,11.19,-3.89,-57.97%
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
15561183666,B00I5PNHLG,"Fluval Quick Clear for Aquarium Water Treatment, 4-Ounce",0.05,Rolf C. Hagen (USA) Corp.,29561,3.49,4,3.65,0.52,3.7,-0.21,-420.00%
15561183666,B01N3KJSGU,"Fluval Quick Clear for Aquarium Water Treatment, 8-Ounce",0.05,Fluval,111931,0,1,3.68,0.3,3.73,-3.73,-7460.00%
15561183673,B00JM9SY1C,"Fluval Clarify Bio for Aquarium Water Treatment, 4-Ounce",3.31,Rolf C. Hagen (USA) Corp.,40765,4.49,6,3.8,0.67,7.11,-2.62,-79.15%
15561183673,B01MSIAVCY,"Fluval Bio Clear for Aquarium Water Treatment, 8-Ounce",3.31,Fluval,40765,0,1,3.68,0.3,6.99,-6.99,-211.18%
,,,,,,,,,,,,
80605820029,B0075MR6NU,Living World Bamboo Finch Nest Play Toy,4.4,Living World,252308,10.23,9,7.3,1.53,11.7,-1.47,-33.41%
15561824033,B0002ARUQA,"Hagen Finch Staple Vme Seed, 3-Pound",11.14,Rolf C. Hagen (USA) Corp.,31679,9.99,7,7.73,1.5,18.87,-8.88,-79.71%
80605824720,B0002DH3FK,"Living World Spray Millet, 7-Ounce",4.04,Living World,4821,9.01,5,6.1,1.35,10.14,-1.13,-27.97%
